epoch,step,train_loss,metric_key,metric_value
1,4214,1.1982242605261288,multiclass/accuracy,0.513
1,4214,1.1982242605261288,multiclass/macro_f1,0.4057106170979912
1,4214,1.1982242605261288,multiclass/weighted_f1,0.5339310511283683
1,4214,1.1982242605261288,multiclass/precision_macro,0.37288227548647207
1,4214,1.1982242605261288,multiclass/recall_macro,0.5561521794361067
1,4214,1.1982242605261288,multiclass/NotHate/f1,0.610207100591716
1,4214,1.1982242605261288,multiclass/NotHate/precision,0.7706679121905652
1,4214,1.1982242605261288,multiclass/NotHate/recall,0.5050505050505051
1,4214,1.1982242605261288,multiclass/Racist/f1,0.3197231833910035
1,4214,1.1982242605261288,multiclass/Racist/precision,0.37745098039215685
1,4214,1.1982242605261288,multiclass/Racist/recall,0.2773109243697479
1,4214,1.1982242605261288,multiclass/Sexist/f1,0.3163934426229508
1,4214,1.1982242605261288,multiclass/Sexist/precision,0.1993801652892562
1,4214,1.1982242605261288,multiclass/Sexist/recall,0.7658730158730159
1,4214,1.1982242605261288,multiclass/Homophobe/f1,0.5751633986928104
1,4214,1.1982242605261288,multiclass/Homophobe/precision,0.4296875
1,4214,1.1982242605261288,multiclass/Homophobe/recall,0.8695652173913043
1,4214,1.1982242605261288,multiclass/Religion/f1,0.13793103448275862
1,4214,1.1982242605261288,multiclass/Religion/precision,0.1
1,4214,1.1982242605261288,multiclass/Religion/recall,0.2222222222222222
1,4214,1.1982242605261288,multiclass/OtherHate/f1,0.4748455428067079
1,4214,1.1982242605261288,multiclass/OtherHate/precision,0.36010709504685406
1,4214,1.1982242605261288,multiclass/OtherHate/recall,0.6968911917098446
2,8428,0.977322346477371,multiclass/accuracy,0.464
2,8428,0.977322346477371,multiclass/macro_f1,0.40129576970034025
2,8428,0.977322346477371,multiclass/weighted_f1,0.4801188581580205
2,8428,0.977322346477371,multiclass/precision_macro,0.36501388227732207
2,8428,0.977322346477371,multiclass/recall_macro,0.5669489019948016
2,8428,0.977322346477371,multiclass/NotHate/f1,0.5148352772662165
