epoch,step,train_loss,metric_key,metric_value
1,645,0.8093590648888156,multiclass/accuracy,0.7472590882862089
1,645,0.8093590648888156,multiclass/macro_f1,0.5711795113476479
1,645,0.8093590648888156,multiclass/weighted_f1,0.7430988122203612
1,645,0.8093590648888156,multiclass/precision_macro,0.6031671549556037
1,645,0.8093590648888156,multiclass/recall_macro,0.5632903190288929
1,645,0.8093590648888156,multiclass/NotHate/f1,0.8216880939072108
1,645,0.8093590648888156,multiclass/NotHate/precision,0.7688284518828452
1,645,0.8093590648888156,multiclass/NotHate/recall,0.8823529411764706
1,645,0.8093590648888156,multiclass/Racist/f1,0.5724258289703316
1,645,0.8093590648888156,multiclass/Racist/precision,0.5109034267912772
1,645,0.8093590648888156,multiclass/Racist/recall,0.6507936507936508
1,645,0.8093590648888156,multiclass/Sexist/f1,0.7907949790794979
1,645,0.8093590648888156,multiclass/Sexist/precision,0.84
1,645,0.8093590648888156,multiclass/Sexist/recall,0.7470355731225297
1,645,0.8093590648888156,multiclass/Homophobe/f1,0.0
1,645,0.8093590648888156,multiclass/Homophobe/precision,0.0
1,645,0.8093590648888156,multiclass/Homophobe/recall,0.0
1,645,0.8093590648888156,multiclass/Religion/f1,0.6709886547811994
1,645,0.8093590648888156,multiclass/Religion/precision,0.8961038961038961
1,645,0.8093590648888156,multiclass/Religion/recall,0.5362694300518135
2,1290,0.47012797990279603,multiclass/accuracy,0.7507212925562609
2,1290,0.47012797990279603,multiclass/macro_f1,0.5963674226648031
2,1290,0.47012797990279603,multiclass/weighted_f1,0.7532807076796029
2,1290,0.47012797990279603,multiclass/precision_macro,0.6445964804913737
2,1290,0.47012797990279603,multiclass/recall_macro,0.6192986786692123
2,1290,0.47012797990279603,multiclass/NotHate/f1,0.8264192139737991
2,1290,0.47012797990279603,multiclass/NotHate/precision,0.7577577577577578
2,1290,0.47012797990279603,multiclass/NotHate/recall,0.9087635054021609
2,1290,0.47012797990279603,multiclass/Racist/f1,0.5900900900900901
2,1290,0.47012797990279603,multiclass/Racist/precision,0.6822916666666666
2,1290,0.47012797990279603,multiclass/Racist/recall,0.5198412698412699
2,1290,0.47012797990279603,multiclass/Sexist/f1,0.8064516129032258
2,1290,0.47012797990279603,multiclass/Sexist/precision,0.823045267489712
2,1290,0.47012797990279603,multiclass/Sexist/recall,0.7905138339920948
2,1290,0.47012797990279603,multiclass/Homophobe/f1,0.0759493670886076
2,1290,0.47012797990279603,multiclass/Homophobe/precision,0.04285714285714286
2,1290,0.47012797990279603,multiclass/Homophobe/recall,0.3333333333333333
2,1290,0.47012797990279603,multiclass/Religion/f1,0.6829268292682927
2,1290,0.47012797990279603,multiclass/Religion/precision,0.9170305676855895
2,1290,0.47012797990279603,multiclass/Religion/recall,0.5440414507772021
3,1935,0.22935827426150326,multiclass/accuracy,0.7397576457010964
3,1935,0.22935827426150326,multiclass/macro_f1,0.6004189096598607
3,1935,0.22935827426150326,multiclass/weighted_f1,0.7381517683400842
3,1935,0.22935827426150326,multiclass/precision_macro,0.6299640811343789
3,1935,0.22935827426150326,multiclass/recall_macro,0.6082535162378454
3,1935,0.22935827426150326,multiclass/NotHate/f1,0.8186469584991473
3,1935,0.22935827426150326,multiclass/NotHate/precision,0.7775377969762419
3,1935,0.22935827426150326,multiclass/NotHate/recall,0.8643457382953181
3,1935,0.22935827426150326,multiclass/Racist/f1,0.5862646566164154
3,1935,0.22935827426150326,multiclass/Racist/precision,0.5072463768115942
3,1935,0.22935827426150326,multiclass/Racist/recall,0.6944444444444444
3,1935,0.22935827426150326,multiclass/Sexist/f1,0.7829614604462475
3,1935,0.22935827426150326,multiclass/Sexist/precision,0.8041666666666667
3,1935,0.22935827426150326,multiclass/Sexist/recall,0.7628458498023716
3,1935,0.22935827426150326,multiclass/Homophobe/f1,0.16666666666666666
3,1935,0.22935827426150326,multiclass/Homophobe/precision,0.13333333333333333
3,1935,0.22935827426150326,multiclass/Homophobe/recall,0.2222222222222222
3,1935,0.22935827426150326,multiclass/Religion/f1,0.6475548060708263
3,1935,0.22935827426150326,multiclass/Religion/precision,0.927536231884058
3,1935,0.22935827426150326,multiclass/Religion/recall,0.49740932642487046
4,2580,0.08954241286472295,multiclass/accuracy,0.6930178880553952
4,2580,0.08954241286472295,multiclass/macro_f1,0.5562320386214443
4,2580,0.08954241286472295,multiclass/weighted_f1,0.7125307128950906
4,2580,0.08954241286472295,multiclass/precision_macro,0.6006268248434946
4,2580,0.08954241286472295,multiclass/recall_macro,0.6252478747887094
4,2580,0.08954241286472295,multiclass/NotHate/f1,0.8104814137720902
4,2580,0.08954241286472295,multiclass/NotHate/precision,0.823019801980198
4,2580,0.08954241286472295,multiclass/NotHate/recall,0.7983193277310925
4,2580,0.08954241286472295,multiclass/Racist/f1,0.5548387096774193
4,2580,0.08954241286472295,multiclass/Racist/precision,0.4673913043478261
4,2580,0.08954241286472295,multiclass/Racist/recall,0.6825396825396826
4,2580,0.08954241286472295,multiclass/Sexist/f1,0.7817460317460317
4,2580,0.08954241286472295,multiclass/Sexist/precision,0.7848605577689243
4,2580,0.08954241286472295,multiclass/Sexist/recall,0.7786561264822134
4,2580,0.08954241286472295,multiclass/Homophobe/f1,0.06015037593984962
4,2580,0.08954241286472295,multiclass/Homophobe/precision,0.03225806451612903
4,2580,0.08954241286472295,multiclass/Homophobe/recall,0.4444444444444444
4,2580,0.08954241286472295,multiclass/Religion/f1,0.573943661971831
4,2580,0.08954241286472295,multiclass/Religion/precision,0.8956043956043956
4,2580,0.08954241286472295,multiclass/Religion/recall,0.422279792746114
5,3225,0.05365738279904535,multiclass/accuracy,0.7345643392960185
5,3225,0.05365738279904535,multiclass/macro_f1,0.5900673335262294
5,3225,0.05365738279904535,multiclass/weighted_f1,0.7429906863954664
5,3225,0.05365738279904535,multiclass/precision_macro,0.6167514632148778
5,3225,0.05365738279904535,multiclass/recall_macro,0.6267217441496796
5,3225,0.05365738279904535,multiclass/NotHate/f1,0.8181289947704823
5,3225,0.05365738279904535,multiclass/NotHate/precision,0.7927927927927928
5,3225,0.05365738279904535,multiclass/NotHate/recall,0.8451380552220888
5,3225,0.05365738279904535,multiclass/Racist/f1,0.5758620689655173
5,3225,0.05365738279904535,multiclass/Racist/precision,0.5091463414634146
5,3225,0.05365738279904535,multiclass/Racist/recall,0.6626984126984127
5,3225,0.05365738279904535,multiclass/Sexist/f1,0.7851239669421488
5,3225,0.05365738279904535,multiclass/Sexist/precision,0.8225108225108225
5,3225,0.05365738279904535,multiclass/Sexist/recall,0.7509881422924901
5,3225,0.05365738279904535,multiclass/Homophobe/f1,0.09375
5,3225,0.05365738279904535,multiclass/Homophobe/precision,0.05454545454545454
5,3225,0.05365738279904535,multiclass/Homophobe/recall,0.3333333333333333
5,3225,0.05365738279904535,multiclass/Religion/f1,0.6774716369529984
5,3225,0.05365738279904535,multiclass/Religion/precision,0.9047619047619048
5,3225,0.05365738279904535,multiclass/Religion/recall,0.5414507772020726
6,3870,0.0319279108009691,multiclass/accuracy,0.7126370455856895
6,3870,0.0319279108009691,multiclass/macro_f1,0.5686864785037928
6,3870,0.0319279108009691,multiclass/weighted_f1,0.7295620919581655
6,3870,0.0319279108009691,multiclass/precision_macro,0.6105564470877823
6,3870,0.0319279108009691,multiclass/recall_macro,0.6207466810544762
6,3870,0.0319279108009691,multiclass/NotHate/f1,0.8225058004640371
6,3870,0.0319279108009691,multiclass/NotHate/precision,0.7957351290684624
6,3870,0.0319279108009691,multiclass/NotHate/recall,0.851140456182473
6,3870,0.0319279108009691,multiclass/Racist/f1,0.5578747628083491
6,3870,0.0319279108009691,multiclass/Racist/precision,0.5345454545454545
